id,registration_number,model,brand,color,max_speed,seating_capacity,year_of_manufacture
7728,ME6982IK,Crown Victoria,Chevrolet,Колір засмаги,200,45,1905
7729,TR7625EC,Ram Van B250,Audi,Андроїдний зелений,218,19,1986
7730,NX9625AC,Stratus,GMC,Темно-синій,121,49,1901
7731,XO8033XI,Ram Van 3500,GMC,Яскраво-зелений,189,43,1905
7732,RR3695EE,MAZDA6,Toyota,Бузковий,200,27,1979
7733,SE0637TU,Sable,Saab,Ціан (колір),191,20,1963
7734,KA8718AC,Elantra,Ford,Темний весняно-зелений,243,6,1922
7735,ES7955PT,Uplander Passenger,Mercedes-Benz,Каштановий,264,7,1908
7736,NS7038MP,Outlander,Chevrolet,Королівський синій,124,36,2014
7737,EE0678TC,Tiburon,Oldsmobile,Королівський синій,146,7,2013
7738,IE5872HE,Edge,Bentley,Блідо-рожевий,126,31,1902
7739,EN0346BC,Focus,Kia,Захисний синій,152,42,1899
7740,MT9451TX,Express 1500 Passenger,Jeep,Ціано-блакитний,151,29,1918
7741,TI4846AM,M3,Hyundai,Іржавий,242,38,1991
7742,XT9263PN,GranTurismo,Chevrolet,Темно-мандариновий,236,44,2012
7743,KK5252MK,F250 Super Cab,GMC,Ясно-брунатний,274,7,1960
7744,BS4311MK,LS,Chevrolet,Бурий,265,15,1925
7745,RA2675AT,Prizm,FIAT,Ціано-блакитний,251,4,1968
7746,KT4401HN,SVX,Lexus,Темний індиго,276,45,1895
7747,BB1432CT,Mariner,Chevrolet,Арсеновий,155,17,2011
7748,RN3244PA,Murano,Chrysler,Ясно-брунатний,237,12,1943
7749,BN2842CT,Sportage,Lexus,Колір морської піни,271,32,1967
7750,MH3466PC,Tahoe,BMW,Фуксія,177,16,1896
7751,MR7904XC,1500 Crew Cab,Dodge,Старе золото,115,32,1985
7752,KT9296OT,Express 1500 Passenger,Mitsubishi,Рожевий Маунтбеттена,105,36,1887
7753,NE2352HX,7 Series,BMW,Карміновий,129,8,1915
7754,MO3486BH,Silverado 2500 HD Extended Cab,GMC,Темно-оливковий,286,48,1962
7755,ET4719BP,Expedition EL,GMC,Зелений папороть,252,17,1902
7756,SS2234PO,Yukon XL 2500,Audi,Золотаво-березовий,125,40,1941
7757,TK9327EN,Expedition MAX,Chevrolet,Світло-синій,129,40,1933
7758,RA1291EN,1500 Crew Cab,Toyota,Зелений,249,35,1944
7759,SM8722KM,Tundra Regular Cab,Acura,Темно-лазурний,160,19,1965
7760,KH5905XO,S8,Lexus,Умбра,185,19,1915
7761,TI8964KI,MPV,Mercedes-Benz,Умбра,105,30,2015
7762,SS4712BX,Freestar Passenger,Tesla,Сірий,129,35,1927
7763,XI7175CK,Golf,Toyota,Кобальтовий,274,12,1896
7764,MK8991XN,Canyon Regular Cab,Ford,Колір морської хвилі,258,47,1925
7765,NX0495KO,NSX,Land Rover,Блідо-рожевий,255,44,1887
7766,RV3489TC,Ranger Regular Cab,Dodge,Панг,104,42,1944
7767,BO0142BP,Outback,Nissan,Зелений папороть,198,26,1982
7768,KK4833AZ,Tacoma Regular Cab,Chevrolet,Брунатний,276,10,1915
7769,MK2991KC,SRX,Chevrolet,Глибокий фіолетовий,127,38,2012
7770,SE3481XT,Sierra 3500 HD Extended Cab,Chevrolet,Бурштиновий,141,16,1910
7771,MM3665AZ,MX-3,Toyota,Темний хакі,183,37,1960
7772,MI6470OE,Cascada,McLaren,Темно-карміновий,271,42,2018
7773,TS9258TX,Mountaineer,Volkswagen,Гарбуз,209,10,1955
7774,BK2622MT,V70,Ford,Умбра палена,194,10,1904
7775,RX1141BA,New Beetle,Dodge,Мисливський,263,50,1895
7776,RX1929MP,New Beetle,Volvo,Перський синій,152,19,1997
7777,TI9721MO,Prius,Volkswagen,Пшеничний,188,26,1903
7778,XN2945TB,Forester,Ford,Болотний,101,27,1907
7779,TM5004OB,Sonata,Hyundai,Будяковий,219,1,1949
7780,KA1658XB,Talon,Saturn,Малахітовий,283,1,2006
7781,NT1690HE,Corvette,Buick,Червоний,287,48,2002
7782,AR3383BP,S40,FIAT,Синій,226,35,1979
7783,EO4039TY,Express 3500 Cargo,BMW,Сангрія,142,33,1886
7784,RA2705IO,Tribute,Jeep,Болотний,188,25,2010
7785,MO8614AX,Tacoma Access Cab,Toyota,Циннвальдит,145,1,1900
7786,KK6164AI,300ZX,Suzuki,Амарантовий,178,42,2013
7787,MT5627EP,Regal,Jaguar,Нефритовий,211,8,1908
7788,SN0069OE,Camry,Ford,Рожево-ліловий,131,22,1913
7789,NO2488TB,Lancer,Hyundai,Кремовий,163,39,1903
7790,OO3569KT,Volt,GMC,Темно-кораловий,292,2,1959
7791,KK6536TA,Mighty Max Regular Cab,Audi,Бузковий,295,34,1953
7792,XX2369XO,Jetta (New),Toyota,Бургундський,261,31,1945
7793,EV4435PX,Talon,Toyota,Салатовий,114,28,2003
7794,OA0557XO,Monte Carlo,Subaru,Колір морської піни,107,21,1981
7795,KO9159BM,Sentra,Subaru,Фіолетовий,218,47,1912
7796,BT3143MM,Cruze,Chevrolet,Глицінія,174,17,1967
7797,BM0456XO,Wrangler,Ford,Ясно-брунатний,220,15,1886
7798,BO5190EC,Wraith,BMW,Помаранчево-персиковий,172,2,1962
7799,NT8948AO,Express 1500 Cargo,Suzuki,Блідо-волошковий,254,42,1967
7800,TR4916HT,Mystique,Oldsmobile,Пастельно-рожевий,153,21,1911
7801,AO4585AZ,G-Series G10,Porsche,Синій Клейна,111,20,1954
7802,AK0130AY,Range Rover Evoque,Ford,Сапфіровий,213,35,2003
7803,TT8349XE,F150 Regular Cab,Volvo,Баклажановий,186,44,1896
7804,EM9360CE,Elantra,Porsche,Фіолетово-баклажановий,194,12,1982
7805,SA1293BL,Scoupe,HUMMER,Нефритовий,169,44,2009
7806,KC8652XM,Spectra,Toyota,Андроїдний зелений,152,15,1915
7807,XO6858MP,Sierra 2500 Regular Cab,Toyota,Білий,258,35,1980
7808,BM9424CO,i3,Chevrolet,Салатовий,287,8,1924
7809,EX3775PM,Impreza,MAZDA,Колір засмаги,123,50,2006
7810,KH2465OP,Outlander,Chevrolet,Синя сталь,175,5,2019
7811,XS3122EA,Expedition,Dodge,Червоний,220,31,1962
7812,PD0180PA,XT4,Ford,Рожевий,142,24,1943
7813,AB4451HN,Model S,Volvo,Іржавий,181,2,1990
7814,KT5515AI,ELR,Oldsmobile,Жовто-персиковий,290,29,2017
7815,AX7297CI,Caliber,Chevrolet,Темно-бірюзовий,208,45,1995
7816,XN0572EK,Mountaineer,Kia,Яскраво-рожевий,285,3,1998
7817,AK0486OT,Colorado Extended Cab,Chrysler,Морквяний,145,23,1978
7818,TK0722XP,Suburban 1500,Chevrolet,Темно-золотий,216,44,2014
7819,SS9422XM,Five Hundred,Kia,Пурпуровий,207,17,1886
7820,KR1642IK,Elantra,Hyundai,Золотий,299,50,1939
7821,RE7921OB,Express 1500 Cargo,Toyota,Шкіра буйвола,135,15,1968
7822,DC4342KE,MX-6,Oldsmobile,Темний індиго,282,35,1992
7823,IE2656TP,Phantom,Toyota,Зелена мʼята,266,3,1972
7824,NA7777MP,Prius,Toyota,Кораловий,300,46,1974
7825,KO1808AE,Express 3500 Passenger,Lincoln,Золотий,227,37,1944
7826,AA0179XA,Ram 3500 Club Cab,GMC,Зелений,133,9,1933
7827,NE0226MT,G,Chevrolet,Блідо-волошковий,179,15,1943
7828,KE2014XT,Silverado 1500 Extended Cab,Honda,Мідний,286,45,1944
7829,SN3018MB,Supra,Audi,Бурий,108,1,1891
7830,BK2139TU,Boxster,Acura,Колір жовтого шкільного автобуса,288,47,1946
7831,AM5218CN,Sentra,MAZDA,Темний зелений чай,124,14,1963
7832,TS0938PE,Golf,Chevrolet,Яскраво-бірюзовий,158,20,1958
7833,AM6326TE,Escalade ESV,Nissan,Бежевий,103,31,1919
7834,AR1423HI,Express 2500 Passenger,Porsche,Болотний,283,49,1917
7835,TM4881MM,3 Series,GMC,Спаржевий,132,38,1898
7836,AA5663KX,XLR,Porsche,Синій Клейна,213,40,1973
7837,KC3371CX,IS,BMW,Срібний,217,34,1980
7838,ET9913IK,370Z,Audi,Зелений армійський,182,7,1955
7839,XX0405OE,Convertible,Ford,Темно-аспідний сірий,259,48,1998
7840,MT7241OB,Escalade ESV,Volvo,Фіолетово-баклажановий,263,8,1897
7841,MR3795KT,Altima,Toyota,Зелений мох,174,33,2019
7842,KH2171MK,Solstice,Cadillac,Перський синій,236,16,1915
7843,XA3088CI,Stylus,Acura,Панг,272,27,2000
7844,KK4346OM,Ram Wagon 3500,Mitsubishi,Колір засмаги,272,41,1908
7845,ES0740HK,tC,Nissan,Кремовий,268,48,1933
7846,EO1786IT,Soul EV,Lexus,Кардинал (колір),224,3,1935
7847,XK5321PE,XC70,Toyota,Зелено-сірий чай,163,41,1963
7848,AC4405AM,1 Series,Ford,Шафрановий,137,47,2002
7849,AO3310BE,Avalon,Audi,Блакитний Брандейса,270,26,1984
7850,BE9058AO,X3,Chevrolet,Хакі,208,2,1952
7851,BK9009AY,Aerostar Cargo,Cadillac,Сепія,245,31,1982
7852,KB2985HM,S8,Cadillac,Рожевий Маунтбеттена,119,28,1898
7853,BM4033OB,B-Series Cab Plus,Chevrolet,Темний індиго,292,2,1969
7854,AE1360IX,Previa,Mitsubishi,Блідо-волошковий,223,17,1956
7855,KO4103CN,Maxima,Ford,Зеленувато-блакитний,120,3,1904
7856,BN3187EB,3-Sep,Chevrolet,Рожево-лавандний,288,44,1932
7857,SS9332HP,RSX,Chrysler,Нефритовий,298,38,1999
7858,MI1673TC,Express 1500 Cargo,Mercedes-Benz,Темно-рожевий,228,20,1951
7859,EE2697HM,X6 M,Ford,Перський синій,299,11,1966
7860,AN0352XP,Town & Country,Kia,Темно-оливковий,119,13,1971
7861,RN9055EK,Outback,Nissan,Пурпуровий,220,1,1991
7862,AB1649OA,Blazer,Ferrari,Темно-синій,170,45,1937
7863,AE5912AZ,Allante,Lexus,Відбірний жовтий,187,17,1998
7864,AM9840OM,GLE,BMW,Циннвальдит,220,34,1930
7865,KI7668EM,Flex,Mitsubishi,Золотаво-березовий,165,1,1984
7866,NN9281BN,Ascender,Toyota,Темний пастельно-зелений,180,12,2008
7867,EI9385HK,430 Scuderia,Dodge,Мандариновий,279,33,1948
7868,NS5835MK,Express 3500 Passenger,Toyota,Гумігут,250,46,1920
7869,AR4998TP,Colorado Crew Cab,Ford,Темно-лососевий,188,9,1954
7870,EK5667OT,CL-Class,GMC,Білий навахо,291,32,2011
7871,XS9281IX,Tundra Double Cab,Chevrolet,Баклажановий,184,15,1928
7872,TM6566IC,Arteon,Isuzu,Смарагдовий,241,32,1900
7873,BI2059EA,500,FIAT,Рожево-лавандний,226,49,1980
7874,AI4063KX,2500 Mega Cab,Plymouth,Блідо-волошковий,102,11,1893
7875,DI3730PN,Savana 3500 Passenger,Ford,Колір морської піни,116,40,2021
7876,BS6779AP,del Sol,MAZDA,Фіолетово-баклажановий,280,37,1975
7877,TA7152BL,5 Series,Mercedes-Benz,Темно-кораловий,181,33,1991
7878,XM1253MB,tC,Nissan,Блідо-волошковий,286,25,1932
7879,TI5383XE,Ranger Super Cab,Toyota,Ліловий,141,9,1943
7880,BE7288MC,Blazer,Mercedes-Benz,Оливковий,273,2,1994
7881,DC8634BN,S10 Extended Cab,Dodge,Джинсовий,240,22,2021
7882,XA5337HT,Suburban 2500,Nissan,Ніжно-рожевий,121,12,1917
7883,IE6534OI,M-Class,Mercedes-Benz,Кораловий,245,6,1960
7884,AO2389IN,Acadia,Jeep,Дерева,173,35,1972
7885,BS6968PE,CLS,Volkswagen,Персиковий,277,37,1972
7886,BX5109BO,M5,Freightliner,Хакі,206,8,1888
7887,TM5061EE,500L,Toyota,Брунатний,160,5,1949
7888,XI6101II,Econoline E350 Super Duty Passenger,Lexus,Помаранчево-персиковий,130,19,1891
7889,EO4068BE,DBS,BMW,Темно-золотий,148,31,1930
7890,TK7933TY,Venza,GMC,Лимонний,231,17,2011
7891,KK6926TV,Odyssey,Kia,Блідо-волошковий,262,27,1923
7892,TT1105BL,Expo,MAZDA,Рожево-ліловий,187,8,1903
7893,AO9456KM,Dakota Crew Cab,INFINITI,Темно-персиковий,291,16,1945
7894,BI9332OX,Prizm,Land Rover,Синій (RYB),105,9,1901
7895,KI6257TM,X5,Pontiac,Темно-лососевий,281,28,1903
7896,RE8629OP,G-Series G10,Audi,Ніжно-рожевий,140,14,1941
7897,EI9519BX,E250 Super Duty Cargo,Honda,Смарагдовий,249,3,1894
7898,NI7859KC,Rainier,Ram,Блакитний,146,2,2000
7899,SE4173TY,NV200,Audi,Палена сіена,199,16,1964
7900,ME3844BQ,Z4,Dodge,Темно-мандариновий,108,2,1936
7901,OK1168PP,Clarity Fuel Cell,Acura,Золотаво-березовий,131,6,2010
7902,MK4853AA,Sebring,Toyota,Яскраво-бірюзовий,122,8,1949
7903,PD5318BR,Fiesta,Dodge,Лососевий,247,45,1999
7904,KT3115PT,718 Boxster,Ford,Яскраво-бурштиновий,134,22,1998
7905,EO8095CE,Quattroporte,Dodge,Аквамариновий,174,2,1959
7906,RV9136TB,CLK-Class,INFINITI,Синій Клейна,155,42,1913
7907,NA1116ET,86,Honda,Синій Клейна,235,8,2018
7908,RE1845CK,Colorado Regular Cab,Chevrolet,Ліловий,147,10,1929
7909,RR8513AM,Silverado 1500 Regular Cab,Ford,Каштановий,285,26,1948
7910,AK3248IX,A3,Chevrolet,Бузковий,281,44,1973
7911,SV6116KA,Galant,MAZDA,Абрикосовий,213,11,1963
7912,PD0766TU,MAZDA3,GMC,Індиго,221,27,1954
7913,TM8758TB,IS F,Chevrolet,Лимонний,122,11,1911
7914,TI4916AT,MX-6,Nissan,Орхідея,114,33,1988
7915,RE7237CP,NX,Ferrari,Оливковий,217,4,1897
7916,AT7422BO,Quest,Buick,Темно-оливковий,295,22,2016
7917,EN8479AP,Savana 2500 Cargo,BMW,Каштановий,159,46,1994
7918,RN4975AI,Cayenne,Volkswagen,Зелене море,229,15,1991
7919,XN2139TE,Taurus,Suzuki,Перський синій,121,43,1924
7920,KE9957BO,Ram Wagon 1500,Lexus,Темно-зелений,131,21,1913
7921,RR6557HN,Express 2500 Passenger,Hyundai,Кремовий,121,32,1902
7922,KB9170HP,Sierra 2500 HD Double Cab,Audi,Бурий,121,47,2020
7923,EK5891PM,Galant,GMC,Геліотроп,213,41,2010
7924,TA0769OA,3 Series,Ford,Блідо-пісочний,156,47,1915
7925,RN4771IC,Rodeo,Mercedes-Benz,Геліотроп,214,29,1925
7926,EA0097BA,Aurora,INFINITI,Пшеничний,106,26,1998
7927,KB1381OM,Crown Victoria,Dodge,Пшеничний,157,4,1940
7928,ON2925EM,Yukon XL 1500,Hyundai,Лимонно-кремовий,297,25,1997
7929,BT2798EP,Reno,GMC,Темно-синій,190,35,2005
7930,OE9361BQ,M3,Acura,Візантійський,101,36,1974
7931,AB7294MK,F450 Super Duty Crew Cab,Chevrolet,Сливовий,119,1,2004
7932,KB4913OK,Versa,Jaguar,Смарагдовий,181,19,1956
7933,BI7576MK,Highlander,BMW,Шкіра буйвола,107,43,1974
7934,TO0767TY,CL,Chevrolet,Джинсовий,181,13,1950
7935,ON0848KP,XK,MAZDA,Атомний мандаріновий,219,29,1982
7936,XO1379TV,FR-S,GMC,Лайм,238,17,2002
7937,KO7742AP,Supra,Ram,Амарантово-рожевий,210,13,1962
7938,NM9235KC,G,Dodge,Шафрановий,290,37,1909
7939,KB6517XN,Sierra 3500 Regular Cab,Dodge,Сигнально-помаранчевий,103,26,1987
7940,XX6887IN,MAZDA5,Dodge,Колір морської хвилі,185,3,2013
7941,AN7388BO,Rodeo,Hyundai,Темно-зелений хакі,244,3,1888
7942,KT9131TT,Titan Crew Cab,Freightliner,Арсеновий,227,34,1939
7943,KO5097IO,Ghost,Mercury,Темно-золотий,273,36,1951
7944,XI3588PC,Evora 400,Subaru,Вода пляжа Бонді,180,8,1914
7945,OA0334OC,Evora,Jeep,Кардинал (колір),209,32,2010
7946,XA7507TO,458 Speciale,Honda,Синя сталь,289,32,1953
7947,EX3543MM,Boxster,Cadillac,Пшеничний,271,44,1893
7948,AT3347AC,MX-5 Miata,Toyota,Болотний,152,45,1886
7949,ET3484PI,Metro,Toyota,Індиго,222,3,1888
7950,SE8970KX,3500 Crew Cab,Jaguar,Лляний,136,8,1920
7951,NA8671TM,I-PACE,Rolls-Royce,Сепія,140,38,1933
7952,II2947BB,Boxster,Mercedes-Benz,Салатовий,262,30,1944
7953,SN4806CA,Corolla,Pontiac,Колір морської хвилі,299,9,1980
7954,OA4596KO,62,Ford,Опівнічно-синій,159,30,1903
7955,DC0464XM,V70,Audi,Темний весняно-зелений,277,34,1968
7956,ES4781XT,Econoline E250 Cargo,Chevrolet,Дерева,247,35,1916
7957,AR1815TP,Savana 2500 Cargo,smart,Колір жовтого шкільного автобуса,233,1,1897
7958,BS2816CA,Ram 2500 Club Cab,Honda,Аметистовий,287,35,1935
7959,XT9013OC,Golf,Ford,Ультрамариновий,172,3,1923
7960,TO8384OE,Suburban 1500,Chevrolet,Аметистовий,177,43,2014
7961,TA2440II,2500 Regular Cab,Chevrolet,Мідний,128,34,1957
7962,EA3962XB,Tahoe,Honda,Блідо-волошковий,106,43,1887
7963,XI4425HO,Edge,Audi,Пурпурний,268,42,1938
7964,XE6745CN,Armada,Ford,Брунатний,191,23,1997
7965,KK8495IT,F150 SuperCrew Cab,Mercedes-Benz,Циннвальдит,249,17,1966
7966,KE7234AY,Sonata,Dodge,Колір жовтого шкільного автобуса,217,23,1912
7967,EO2492TU,Ram 2500 Regular Cab,Suzuki,Брунатний,177,46,1904
7968,EM7034MK,Civic,Lexus,Лайм,105,31,2002
7969,BK9724BT,Windstar Passenger,Ram,Фуксія,145,12,2005
7970,SN1177BO,Silverado 1500 Regular Cab,Ford,Блідо-пісочний,143,30,1945
7971,EV9603BK,Silverado 2500 HD Crew Cab,Pontiac,Колір морської хвилі,163,17,1968
7972,MO9764EO,Classic,Hyundai,Малиновий,100,3,2005
7973,SE7752XN,Ranger Regular Cab,MAZDA,Лососевий,132,35,1996
7974,BS7179TB,QX70,Mitsubishi,Лавандний,180,10,2017
7975,RE7611XC,NV1500 Cargo,Acura,Бежевий,113,13,1892
7976,BX6352BN,3500 Club Coupe,Mercury,Темний жовто-брунатний,149,35,1987
7977,BM6955HO,Corolla,GMC,Персиковий,182,40,2012
7978,BM3755KI,GX,Mercury,Палений оранжевий,117,37,1900
7979,RE9418MC,Ion,Mercedes-Benz,Кремовий,262,1,1909
7980,NI1050MK,940,Volvo,Кіновар,120,16,2021
7981,TM8697MX,F150 Regular Cab,Ram,Берлінська лазур,210,50,1953
7982,XT4700BP,California,Kia,Блакитно-фіолетовий,147,14,1933
7983,RA4820PE,Accord,Acura,Фіолетово-червоний,250,47,1945
7984,IV9616KP,F350 Super Cab,Ford,Синя сталь,225,36,1972
7985,OK6856BB,Quest,Jeep,Перський синій,294,22,2021
7986,NN7150PP,Bravada,GMC,Темно-синій,170,41,1978
7987,TM6315BT,SQ5,Suzuki,Фіолетовий,263,44,1887
7988,AN5971OX,Accord,Acura,Яскраво-бірюзовий,140,48,1970
7989,XA4026XX,Corvette,Freightliner,Шкіра буйвола,195,31,2018
7990,MT7118AY,S70,Nissan,Кораловий,153,4,2000
7991,AI0453OI,Q70,Mitsubishi,Темний весняно-зелений,279,23,2002
7992,XN9787MT,A8,Buick,Темно-каштановий,261,41,1928
7993,MM7447PB,Bonneville,Subaru,Глицінія,284,27,1900
7994,KC6861XN,Grand Marquis,Ford,Кардинал (колір),122,35,1901
7995,MO6144BP,CL-Class,Jeep,Срібний,184,37,2013
7996,OE3872XT,XC70,Mitsubishi,Амарантово-рожевий,264,23,2015
7997,OV5102CX,Ioniq Electric,Mitsubishi,Темний зелений чай,103,37,1974
7998,BX0164MX,Sable,Chevrolet,Кремовий,146,8,1958
